PFA_Name,Year,IMD_Score,Police_Count,Crime_Count,Alpha_i,B_i,Beta_i,Sigma_i,Spillover_Force,E_Prime_Monthly_Snapshot
Cleveland,2023,67.99951660064139,1495,49830.0,0.006799951660064139,2.168330912581356,0.11831618035012727,0.06268581534854548,205.878331698249,-517.2490045079192
Cleveland,2024,67.99951660064139,1510,45464.0,0.006799951660064139,2.168330912581356,0.11831618035012727,0.06268581534854548,194.4421148716719,132.9299605689613
Cleveland,2025,67.99951660064139,1504,46417.0,0.006799951660064139,2.168330912581356,0.11831618035012727,0.06268581534854548,206.26890183097467,141.36795525303103
Cumbria,2021,55.91788016232991,1274,25393.0,0.005591788016232991,9.74402615309419,0.2372848653767886,0.0816936031230837,515.9122473614002,15.006287716932235
Cumbria,2022,55.91788016232991,1270,23858.0,0.005591788016232991,9.74402615309419,0.2372848653767886,0.0816936031230837,455.80850183702154,-514.6424846775487
Cumbria,2023,55.91788016232991,1376,21845.0,0.005591788016232991,9.74402615309419,0.2372848653767886,0.0816936031230837,435.2798397303985,-197.52068979243023
Cumbria,2024,55.91788016232991,1379,22184.0,0.005591788016232991,9.74402615309419,0.2372848653767886,0.0816936031230837,416.26959045321144,-87.15862538790066
Cumbria,2025,55.91788016232991,1384,20627.0,0.005591788016232991,9.74402615309419,0.2372848653767886,0.0816936031230837,414.22729467874007,-43.12138068049893
Derbyshire,2021,53.265624239958676,1913,75260.0,0.005326562423995868,115.51014867962473,0.16895321094760726,0.1102717057771467,413.40644089342794,-1118.6712717525847
Derbyshire,2022,53.265624239958676,2001,64916.0,0.005326562423995868,115.51014867962473,0.16895321094760726,0.1102717057771467,401.1595687512667,530.4751274863202
Derbyshire,2023,53.265624239958676,2131,63067.0,0.005326562423995868,115.51014867962473,0.16895321094760726,0.1102717057771467,391.17346823180725,-855.2790145325395
Derbyshire,2024,53.265624239958676,2096,58286.0,0.005326562423995868,115.51014867962473,0.16895321094760726,0.1102717057771467,371.3988083145931,638.3528453913907
Derbyshire,2025,53.265624239958676,2123,57883.0,0.005326562423995868,115.51014867962473,0.16895321094760726,0.1102717057771467,374.0918185823727,265.8124117369424
